temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,nivel_gas_metano_porcentaje
12.84,99.55,87.24,7376.98,2025-02-24,06:36:00,34.76,1,0.737698
11.55,92.67,87.31,3608.17,2025-02-24,06:40:00,35.1,1,0.360817
10.49,88.35,87.38,7339.33,2025-02-24,06:44:00,34.43,1,0.733933
12.12,94.06,87.44,7586.28,2025-02-24,06:48:00,34.03,1,0.758628
13.22,100.0,87.51,7645.79,2025-02-24,06:52:00,35.47,1,0.764579
11.5,87.67,87.58,13859.31,2025-02-24,06:56:00,34.77,1,1.385931
10.36,92.65,87.64,12683.62,2025-02-24,07:00:00,34.34,1,1.268362
7.67,100.0,87.71,8574.23,2025-02-24,07:04:00,34.26,1,0.8574229999999999
8.13,97.54,87.78,21246.08,2025-02-24,07:08:00,34.31,1,2.1246080000000003
9.61,90.68,87.84,6552.53,2025-02-24,07:12:00,34.02,1,0.655253
8.96,100.0,87.91,7822.48,2025-02-24,07:16:00,34.13,1,0.7822479999999999
9.78,100.0,87.98,8205.25,2025-02-24,07:20:00,34.27,1,0.820525
10.24,95.63,88.04,4568.52,2025-02-24,07:24:00,33.6,1,0.45685200000000004
11.16,88.74,88.11,8289.43,2025-02-24,07:28:00,33.1,1,0.828943
9.93,87.35,88.18,4330.56,2025-02-24,07:32:00,32.83,1,0.43305600000000005
11.03,94.75,88.24,6151.46,2025-02-24,07:36:00,34.26,1,0.615146
10.17,100.0,88.31,8777.92,2025-02-24,07:40:00,32.98,1,0.877792
6.07,100.0,88.38,4804.96,2025-02-24,07:44:00,33.95,1,0.480496
8.14,97.79,88.44,9707.25,2025-02-24,07:48:00,33.09,1,0.970725
9.72,92.48,88.51,5782.7,2025-02-24,07:52:00,33.05,1,0.57827
7.58,93.17,88.58,7034.91,2025-02-24,07:56:00,33.21,1,0.703491
11.2,97.37,88.64,10542.52,2025-02-24,08:00:00,33.61,1,1.054252
13.06,94.97,88.71,8014.81,2025-02-24,08:04:00,32.82,1,0.801481
12.44,83.61,88.78,9612.43,2025-02-24,08:08:00,33.11,1,0.9612430000000001
9.59,100.0,88.84,10234.24,2025-02-24,08:12:00,33.35,1,1.023424
13.01,93.36,88.91,7963.0,2025-02-24,08:16:00,32.71,1,0.7963
10.34,100.0,88.98,9885.68,2025-02-24,08:20:00,33.98,1,0.988568
9.38,89.22,89.04,6140.42,2025-02-24,08:24:00,32.36,1,0.614042
8.85,89.9,89.11,10496.77,2025-02-24,08:28:00,33.06,1,1.049677
9.49,95.02,89.18,7508.39,2025-02-24,08:32:00,33.75,1,0.750839
9.35,98.49,89.24,15278.55,2025-02-24,08:36:00,32.4,1,1.527855
10.49,100.0,89.31,8901.51,2025-02-24,08:40:00,32.96,1,0.890151
10.5,97.77,89.38,6508.04,2025-02-24,08:44:00,33.03,1,0.650804
10.22,93.45,89.44,10599.37,2025-02-24,08:48:00,32.51,1,1.0599370000000001
11.13,88.17,89.51,15639.2,2025-02-24,08:52:00,32.83,1,1.56392
12.68,97.13,89.58,6761.1,2025-02-24,08:56:00,33.1,1,0.67611
12.24,86.82,89.64,6300.69,2025-02-24,09:00:00,32.53,1,0.630069
7.42,100.0,89.71,3534.24,2025-02-24,09:04:00,33.1,1,0.35342399999999996
5.33,100.0,89.78,8908.76,2025-02-24,09:08:00,32.86,1,0.890876
12.36,99.42,89.84,7209.13,2025-02-24,09:12:00,32.32,1,0.720913
7.81,100.0,89.91,10595.32,2025-02-24,09:16:00,33.13,1,1.059532
10.15,94.08,89.98,10709.77,2025-02-24,09:20:00,32.15,1,1.070977
8.32,94.92,90.05,4704.83,2025-02-24,09:24:00,32.89,1,0.470483
7.12,97.61,90.11,12747.79,2025-02-24,09:28:00,32.05,1,1.274779
11.88,94.32,90.18,5962.95,2025-02-24,09:32:00,32.21,1,0.596295
12.38,91.81,90.25,6802.03,2025-02-24,09:36:00,32.23,1,0.680203
9.78,92.36,90.31,9804.03,2025-02-24,09:40:00,32.44,1,0.980403
5.83,100.0,90.38,5227.52,2025-02-24,09:44:00,31.01,1,0.522752
10.0,95.4,90.45,12286.8,2025-02-24,09:48:00,32.4,1,1.22868
11.95,81.43,90.51,5071.36,2025-02-24,09:52:00,32.06,1,0.5071359999999999
8.3,99.85,90.58,13331.08,2025-02-24,09:56:00,32.21,1,1.333108
11.71,87.54,90.65,7064.74,2025-02-24,10:00:00,32.27,1,0.7064739999999999
11.4,87.14,90.71,4920.55,2025-02-24,10:04:00,32.16,1,0.492055
12.68,82.55,90.78,5033.63,2025-02-24,10:08:00,30.91,1,0.503363
11.85,83.25,90.85,12240.64,2025-02-24,10:12:00,31.34,1,1.224064
9.76,88.58,90.91,5787.47,2025-02-24,10:16:00,31.98,1,0.578747
14.2,85.15,90.98,6764.69,2025-02-24,10:20:00,31.87,1,0.676469
11.59,100.0,91.05,8561.15,2025-02-24,10:24:00,31.32,1,0.856115
11.96,89.43,91.11,7294.26,2025-02-24,10:28:00,32.03,1,0.729426
10.25,95.51,91.18,4153.44,2025-02-24,10:32:00,31.49,1,0.41534399999999994
11.34,94.99,91.25,11206.87,2025-02-24,10:36:00,32.01,1,1.120687
10.57,94.8,91.31,7537.39,2025-02-24,10:40:00,32.12,1,0.753739
12.11,91.45,91.38,9657.22,2025-02-24,10:44:00,31.6,1,0.965722
15.99,80.04,91.45,11623.26,2025-02-24,10:48:00,31.69,1,1.162326
9.94,100.0,91.51,3972.52,2025-02-24,10:52:00,31.06,1,0.397252
9.58,100.0,91.58,11681.79,2025-02-24,10:56:00,31.76,1,1.168179
15.87,77.78,91.65,25697.51,2025-02-24,11:00:00,31.37,1,2.5697509999999997
12.63,85.93,91.71,10164.62,2025-02-24,11:04:00,31.07,1,1.016462
11.84,90.84,91.78,15501.34,2025-02-24,11:08:00,30.56,1,1.5501340000000001
15.39,82.09,91.85,13147.94,2025-02-24,11:12:00,30.87,1,1.314794
12.23,94.19,91.91,11482.06,2025-02-24,11:16:00,30.51,1,1.148206
17.22,80.52,91.98,13391.52,2025-02-24,11:20:00,31.4,1,1.3391520000000001
15.06,98.23,92.05,14568.12,2025-02-24,11:24:00,31.58,1,1.456812
12.87,96.65,92.11,14872.73,2025-02-24,11:28:00,31.37,1,1.487273
18.3,83.62,92.18,5081.75,2025-02-24,11:32:00,32.11,1,0.508175
12.91,95.77,92.25,13824.51,2025-02-24,11:36:00,30.59,1,1.382451
15.75,91.91,92.31,7527.43,2025-02-24,11:40:00,31.06,1,0.752743
15.01,84.67,92.38,15162.44,2025-02-24,11:44:00,30.12,1,1.5162440000000001
17.16,80.18,92.45,10621.67,2025-02-24,11:48:00,30.57,1,1.062167
17.82,83.65,92.51,5070.47,2025-02-24,11:52:00,29.88,1,0.507047
14.91,91.94,92.58,16267.71,2025-02-24,11:56:00,30.85,1,1.626771
13.49,90.46,92.65,6066.62,2025-02-24,12:00:00,30.34,1,0.606662
16.07,78.01,92.71,7382.73,2025-02-24,12:04:00,29.44,1,0.738273
13.95,85.06,92.78,18314.87,2025-02-24,12:08:00,30.07,1,1.8314869999999999
19.49,80.4,92.85,9061.8,2025-02-24,12:12:00,31.26,1,0.9061799999999999
15.89,85.79,92.91,7253.42,2025-02-24,12:16:00,30.52,1,0.725342
15.04,97.3,92.98,8202.13,2025-02-24,12:20:00,30.65,1,0.820213
16.3,78.62,93.05,7193.16,2025-02-24,12:24:00,30.28,1,0.719316
13.4,92.43,93.11,12313.99,2025-02-24,12:28:00,30.07,1,1.231399
14.31,95.98,93.18,7291.87,2025-02-24,12:32:00,30.12,1,0.729187
18.82,93.13,93.25,8338.35,2025-02-24,12:36:00,30.19,1,0.833835
15.27,85.08,93.31,11093.29,2025-02-24,12:40:00,29.47,1,1.109329
14.65,90.48,93.38,10503.51,2025-02-24,12:44:00,30.35,1,1.050351
17.98,85.87,93.45,6291.05,2025-02-24,12:48:00,30.48,1,0.629105
19.45,81.81,93.51,12404.15,2025-02-24,12:52:00,29.77,1,1.240415
18.68,81.48,93.58,6763.44,2025-02-24,12:56:00,29.55,1,0.676344
19.4,83.07,93.65,5503.55,2025-02-24,13:00:00,29.39,1,0.550355
16.07,73.24,93.71,4336.64,2025-02-24,13:04:00,30.59,1,0.43366400000000005
14.91,91.05,93.78,7860.36,2025-02-24,13:08:00,29.44,1,0.786036
20.92,79.25,93.85,4557.64,2025-02-24,13:12:00,29.94,1,0.45576400000000006
17.45,82.72,93.91,5975.94,2025-02-24,13:16:00,29.47,1,0.597594
17.76,93.59,93.98,8461.69,2025-02-24,13:20:00,29.39,1,0.8461690000000001
21.09,74.99,94.05,14478.67,2025-02-24,13:24:00,29.08,1,1.447867
19.72,78.4,94.11,7519.67,2025-02-24,13:28:00,28.93,1,0.751967
19.69,90.42,94.18,4828.9,2025-02-24,13:32:00,29.73,1,0.48289
23.28,70.91,94.25,8127.03,2025-02-24,13:36:00,28.82,1,0.812703
17.84,80.49,94.31,14199.06,2025-02-24,13:40:00,29.5,1,1.419906
21.16,77.53,94.38,7455.55,2025-02-24,13:44:00,29.26,1,0.745555
19.59,84.82,94.45,15777.1,2025-02-24,13:48:00,29.54,1,1.57771
20.19,80.76,94.51,8460.1,2025-02-24,13:52:00,28.81,1,0.84601
22.88,69.21,94.58,11816.49,2025-02-24,13:56:00,29.6,1,1.181649
21.02,75.82,94.65,9443.68,2025-02-24,14:00:00,28.94,1,0.944368
21.25,75.09,94.71,15388.96,2025-02-24,14:04:00,30.26,1,1.5388959999999998
22.49,75.87,94.78,22293.63,2025-02-24,14:08:00,28.11,1,2.229363
19.79,82.44,94.85,6949.14,2025-02-24,14:12:00,30.08,1,0.694914
19.02,83.56,94.91,9199.69,2025-02-24,14:16:00,28.75,1,0.919969
18.78,72.95,94.98,14508.28,2025-02-24,14:20:00,28.88,1,1.450828
17.11,89.65,95.05,9612.79,2025-02-24,14:24:00,28.41,1,0.9612790000000001
25.33,73.27,95.11,4341.18,2025-02-24,14:28:00,27.88,1,0.434118
19.19,88.14,95.18,7535.07,2025-02-24,14:32:00,28.35,1,0.7535069999999999
21.12,80.54,95.25,9582.13,2025-02-24,14:36:00,28.38,1,0.9582129999999999
21.18,83.73,95.31,17638.61,2025-02-24,14:40:00,28.61,1,1.7638610000000001
22.52,78.55,95.38,8988.61,2025-02-24,14:44:00,29.02,1,0.898861
23.71,81.17,95.45,5886.78,2025-02-24,14:48:00,28.51,1,0.5886779999999999
23.97,76.66,95.51,9698.46,2025-02-24,14:52:00,28.47,1,0.9698459999999999
21.25,77.63,95.58,16710.28,2025-02-24,14:56:00,28.51,1,1.671028
22.25,87.98,95.65,6543.23,2025-02-24,15:00:00,27.39,1,0.654323
23.32,79.46,95.71,6879.44,2025-02-24,15:04:00,27.38,1,0.687944
22.43,79.23,95.78,6587.83,2025-02-24,15:08:00,27.42,1,0.658783
26.3,64.16,95.85,5078.39,2025-02-24,15:12:00,27.93,1,0.507839
24.24,67.2,95.91,8826.61,2025-02-24,15:16:00,27.13,1,0.882661
24.89,74.13,95.98,8371.8,2025-02-24,15:20:00,27.67,1,0.8371799999999999
24.91,73.36,96.05,4482.86,2025-02-24,15:24:00,27.28,1,0.44828599999999996
26.09,67.79,96.11,6078.21,2025-02-24,15:28:00,28.16,1,0.6078210000000001
24.27,74.3,96.18,9369.99,2025-02-24,15:32:00,28.08,1,0.936999
21.47,85.73,96.25,11741.73,2025-02-24,15:36:00,27.66,1,1.174173
25.03,75.94,96.31,13342.72,2025-02-24,15:40:00,26.81,1,1.334272
23.08,69.67,96.38,12214.67,2025-02-24,15:44:00,27.6,1,1.221467
23.48,74.22,96.45,8610.17,2025-02-24,15:48:00,27.83,1,0.861017
25.87,67.17,96.51,4860.78,2025-02-24,15:52:00,28.02,1,0.48607799999999995
27.32,67.07,96.58,7799.13,2025-02-24,15:56:00,28.44,1,0.779913
25.04,70.37,96.65,3911.63,2025-02-24,16:00:00,28.07,1,0.39116300000000004
25.77,68.96,96.72,9410.68,2025-02-24,16:04:00,27.55,1,0.941068
28.7,60.67,96.78,6498.6,2025-02-24,16:08:00,27.27,1,0.64986
25.93,70.47,96.85,4153.64,2025-02-24,16:12:00,26.99,1,0.415364
30.8,61.0,96.92,10225.02,2025-02-24,16:16:00,27.99,1,1.022502
26.87,55.05,96.98,16657.33,2025-02-24,16:20:00,27.35,1,1.6657330000000001
22.36,86.73,97.05,4693.11,2025-02-24,16:24:00,27.53,1,0.469311
27.52,74.16,97.12,10629.87,2025-02-24,16:28:00,26.87,1,1.0629870000000001
26.92,67.74,97.18,7270.27,2025-02-24,16:32:00,26.49,1,0.7270270000000001
28.87,66.79,97.25,6237.13,2025-02-24,16:36:00,26.86,1,0.623713
27.77,62.48,97.32,6244.77,2025-02-24,16:40:00,26.86,1,0.6244770000000001
26.28,79.05,97.38,7277.06,2025-02-24,16:44:00,27.06,1,0.7277060000000001
24.24,83.12,97.45,7268.62,2025-02-24,16:48:00,26.54,1,0.726862
26.4,71.18,97.52,8497.92,2025-02-24,16:52:00,26.88,1,0.849792
25.25,77.25,97.58,6028.7,2025-02-24,16:56:00,27.4,1,0.60287
25.91,72.01,97.65,6491.44,2025-02-24,17:00:00,25.93,1,0.6491439999999999
28.37,60.76,97.72,11125.98,2025-02-24,17:04:00,25.65,1,1.112598
30.65,61.96,97.78,5845.92,2025-02-24,17:08:00,27.29,1,0.584592
28.22,68.33,97.85,9733.32,2025-02-24,17:12:00,25.88,1,0.973332
25.16,69.99,97.92,7452.83,2025-02-24,17:16:00,26.37,1,0.745283
28.55,66.08,97.98,6846.4,2025-02-24,17:20:00,26.82,1,0.6846399999999999
30.16,64.3,98.05,19529.79,2025-02-24,17:24:00,26.43,1,1.952979
26.66,69.6,98.12,5198.49,2025-02-24,17:28:00,26.38,1,0.519849
27.72,68.68,98.18,17303.12,2025-02-24,17:32:00,26.4,1,1.7303119999999999
28.12,62.52,98.25,12655.08,2025-02-24,17:36:00,27.57,1,1.265508
26.62,66.48,98.32,6621.57,2025-02-24,17:40:00,27.15,1,0.662157
29.59,59.2,98.38,12839.05,2025-02-24,17:44:00,25.87,1,1.2839049999999999
28.14,72.67,98.45,3828.09,2025-02-24,17:48:00,26.69,1,0.382809
29.32,55.49,98.52,6392.1,2025-02-24,17:52:00,26.37,1,0.6392100000000001
26.8,75.57,98.58,5903.95,2025-02-24,17:56:00,26.05,1,0.590395
27.79,75.25,98.65,10347.1,2025-02-24,18:00:00,25.56,1,1.03471
30.19,63.2,98.72,11946.83,2025-02-24,18:04:00,26.19,1,1.194683
28.08,54.86,98.78,10274.04,2025-02-24,18:08:00,25.76,1,1.027404
32.36,59.65,98.85,9203.82,2025-02-24,18:12:00,25.67,1,0.9203819999999999
28.19,67.4,98.92,13281.48,2025-02-24,18:16:00,25.43,1,1.3281479999999999
29.51,60.68,98.98,12364.91,2025-02-24,18:20:00,26.26,1,1.236491
31.0,60.92,99.05,6587.88,2025-02-24,18:24:00,25.33,1,0.658788
26.37,78.1,99.12,6875.5,2025-02-24,18:28:00,25.28,1,0.68755
25.75,74.7,99.18,12032.18,2025-02-24,18:32:00,26.0,1,1.2032180000000001
26.28,65.95,99.25,8526.48,2025-02-24,18:36:00,25.49,1,0.852648
31.92,54.13,99.32,8787.07,2025-02-24,18:40:00,25.45,1,0.878707
28.35,65.84,99.38,9302.68,2025-02-24,18:44:00,25.98,1,0.930268
34.63,56.99,99.45,4546.57,2025-02-24,18:48:00,26.07,1,0.454657
28.43,69.83,99.52,6493.89,2025-02-24,18:52:00,24.3,1,0.649389
29.98,62.35,99.58,10799.83,2025-02-24,18:56:00,25.25,1,1.079983
32.74,63.44,99.65,6478.7,2025-02-24,19:00:00,24.56,1,0.64787
33.72,69.1,99.72,7873.74,2025-02-24,19:04:00,25.02,1,0.787374
33.87,63.28,99.78,10774.64,2025-02-24,19:08:00,25.16,1,1.077464
32.2,61.46,99.85,13685.4,2025-02-24,19:12:00,24.94,1,1.3685399999999999
31.86,61.29,99.92,14507.31,2025-02-24,19:16:00,24.55,1,1.450731
31.03,61.67,99.98,14926.58,2025-02-24,19:20:00,24.47,1,1.492658
31.43,68.75,100.05,8204.41,2025-02-24,19:24:00,25.33,1,0.820441
28.8,63.66,100.12,7849.42,2025-02-24,19:28:00,25.68,1,0.784942
28.29,67.79,100.18,5469.7,2025-02-24,19:32:00,23.83,1,0.54697
29.94,65.35,100.25,16829.95,2025-02-24,19:36:00,24.65,1,1.682995
29.62,63.06,100.32,7719.21,2025-02-24,19:40:00,25.13,1,0.771921
29.07,59.53,100.38,16630.64,2025-02-24,19:44:00,24.7,1,1.6630639999999999
31.38,64.55,100.45,9952.81,2025-02-24,19:48:00,24.11,1,0.995281
31.9,61.84,100.52,14028.14,2025-02-24,19:52:00,24.37,1,1.402814
30.18,67.24,100.58,8464.44,2025-02-24,19:56:00,24.71,1,0.8464440000000001
32.96,57.9,100.65,11314.03,2025-02-24,20:00:00,24.36,1,1.1314030000000002
27.72,74.53,100.72,14275.0,2025-02-24,20:04:00,24.44,1,1.4275
29.61,61.21,100.78,7084.67,2025-02-24,20:08:00,24.4,1,0.708467
28.55,75.73,100.85,14999.39,2025-02-24,20:12:00,24.1,1,1.499939
26.24,61.9,100.92,5731.27,2025-02-24,20:16:00,24.72,1,0.573127
29.8,67.48,100.98,19366.98,2025-02-24,20:20:00,24.02,1,1.936698
29.7,67.82,101.05,9381.85,2025-02-24,20:24:00,23.71,1,0.938185
32.95,56.59,101.12,6592.3,2025-02-24,20:28:00,25.28,1,0.65923
31.16,65.38,101.18,12643.01,2025-02-24,20:32:00,24.07,1,1.2643010000000001
27.83,74.65,101.25,10195.73,2025-02-24,20:36:00,22.76,1,1.019573
33.56,48.58,101.32,4669.62,2025-02-24,20:40:00,24.64,1,0.466962
32.26,64.13,101.38,7428.76,2025-02-24,20:44:00,24.59,1,0.742876
30.95,51.12,101.45,5842.55,2025-02-24,20:48:00,24.14,1,0.584255
29.29,61.24,101.52,6018.22,2025-02-24,20:52:00,24.18,1,0.6018220000000001
27.78,76.47,101.58,5948.61,2025-02-24,20:56:00,24.89,1,0.594861
28.91,63.72,101.65,11099.49,2025-02-24,21:00:00,23.28,1,1.109949
31.79,56.45,101.72,13138.95,2025-02-24,21:04:00,23.78,1,1.313895
33.33,59.01,101.78,6397.47,2025-02-24,21:08:00,24.65,1,0.6397470000000001
32.6,71.44,101.85,4439.51,2025-02-24,21:12:00,24.7,1,0.44395100000000004
28.48,58.13,101.92,21834.62,2025-02-24,21:16:00,23.38,1,2.183462
27.16,64.01,101.98,9462.05,2025-02-24,21:20:00,24.52,1,0.946205
29.62,73.06,102.05,12721.13,2025-02-24,21:24:00,23.86,1,1.2721129999999998
25.73,80.69,102.12,8109.92,2025-02-24,21:28:00,24.16,1,0.810992
29.85,64.71,102.18,4292.38,2025-02-24,21:32:00,23.75,1,0.429238
28.84,60.54,102.25,10613.51,2025-02-24,21:36:00,23.46,1,1.061351
28.13,78.28,102.32,18340.97,2025-02-24,21:40:00,24.37,1,1.834097
25.8,79.27,102.38,6776.96,2025-02-24,21:44:00,22.95,1,0.677696
29.94,68.49,102.45,4232.34,2025-02-24,21:48:00,24.11,1,0.423234
27.76,64.29,102.52,5547.53,2025-02-24,21:52:00,24.14,1,0.5547529999999999
26.41,70.15,102.58,13042.51,2025-02-24,21:56:00,23.74,1,1.304251
22.92,74.82,102.65,10212.34,2025-02-24,22:00:00,22.98,1,1.021234
28.52,68.88,102.72,15101.07,2025-02-24,22:04:00,23.08,1,1.5101069999999999
32.02,69.22,102.78,8888.54,2025-02-24,22:08:00,22.27,1,0.888854
31.71,66.83,102.85,12003.86,2025-02-24,22:12:00,22.64,1,1.200386
27.38,63.55,102.92,7399.11,2025-02-24,22:16:00,23.12,1,0.739911
26.99,76.4,102.98,5699.25,2025-02-24,22:20:00,22.05,1,0.569925
29.03,68.02,103.05,12027.34,2025-02-24,22:24:00,22.56,1,1.202734
25.99,74.45,103.12,13167.0,2025-02-24,22:28:00,23.63,1,1.3167
28.48,74.61,103.18,6867.01,2025-02-24,22:32:00,22.53,1,0.686701
29.3,60.49,103.25,17515.78,2025-02-24,22:36:00,23.08,1,1.7515779999999999
30.11,64.65,103.32,17771.34,2025-02-24,22:40:00,22.79,1,1.777134
27.35,66.32,103.39,6028.62,2025-02-24,22:44:00,22.31,1,0.602862
27.02,61.62,103.45,6125.3,2025-02-24,22:48:00,22.33,1,0.61253
25.56,73.4,103.52,6226.72,2025-02-24,22:52:00,22.44,1,0.622672
25.54,84.25,103.59,8410.22,2025-02-24,22:56:00,21.29,1,0.8410219999999999
26.62,60.87,103.65,7568.66,2025-02-24,23:00:00,22.73,1,0.756866
27.68,68.32,103.72,5347.26,2025-02-24,23:04:00,22.15,1,0.534726
28.65,70.23,103.79,6299.4,2025-02-24,23:08:00,22.65,1,0.6299399999999999
25.08,72.99,103.85,4368.55,2025-02-24,23:12:00,22.31,1,0.436855
29.55,65.12,103.92,4495.19,2025-02-24,23:16:00,21.98,1,0.44951899999999995
25.89,64.68,103.99,5077.13,2025-02-24,23:20:00,22.11,1,0.507713
26.25,71.79,104.05,21265.62,2025-02-24,23:24:00,22.06,1,2.126562
24.66,69.22,104.12,19901.11,2025-02-24,23:28:00,22.65,1,1.990111
21.17,67.3,104.19,12406.54,2025-02-24,23:32:00,21.89,1,1.2406540000000001
27.65,74.5,104.25,6934.05,2025-02-24,23:36:00,21.95,1,0.693405
27.21,73.98,104.32,5068.5,2025-02-24,23:40:00,21.13,1,0.50685
25.03,72.71,104.39,8866.98,2025-02-24,23:44:00,21.69,1,0.886698
25.58,72.77,104.45,10833.14,2025-02-24,23:48:00,22.39,1,1.0833139999999999
26.33,75.87,104.52,6539.08,2025-02-24,23:52:00,21.83,1,0.653908
22.03,78.08,104.59,10570.74,2025-02-24,23:56:00,21.02,1,1.057074
23.94,78.61,104.65,5611.62,2025-02-25,00:00:00,21.02,1,0.5611619999999999
26.44,68.86,104.72,7005.53,2025-02-25,00:04:00,21.09,1,0.700553
22.19,83.28,104.79,7995.29,2025-02-25,00:08:00,21.91,1,0.799529
25.13,73.91,104.85,20243.3,2025-02-25,00:12:00,21.8,1,2.02433
21.67,78.46,104.92,6309.99,2025-02-25,00:16:00,19.58,1,0.630999
25.16,65.91,104.99,10828.22,2025-02-25,00:20:00,21.22,1,1.082822
24.0,75.44,105.05,5994.11,2025-02-25,00:24:00,21.28,1,0.5994109999999999
20.68,74.82,105.12,5736.89,2025-02-25,00:28:00,20.68,1,0.573689
26.08,67.7,105.19,6553.69,2025-02-25,00:32:00,20.92,1,0.655369
22.11,72.75,105.25,9033.99,2025-02-25,00:36:00,21.73,1,0.903399
21.8,71.97,105.32,18794.7,2025-02-25,00:40:00,21.21,1,1.87947
23.66,85.14,105.39,6919.64,2025-02-25,00:44:00,20.71,1,0.691964
25.39,78.58,105.45,13304.15,2025-02-25,00:48:00,20.82,1,1.330415
20.89,88.26,105.52,20804.7,2025-02-25,00:52:00,20.75,1,2.08047
22.88,69.57,105.59,10021.25,2025-02-25,00:56:00,20.95,1,1.002125
23.45,75.19,105.65,14513.64,2025-02-25,01:00:00,20.05,1,1.4513639999999999
23.81,67.82,105.72,6447.45,2025-02-25,01:04:00,20.38,1,0.644745
22.6,72.62,105.79,10724.51,2025-02-25,01:08:00,21.18,1,1.072451
21.35,73.39,105.85,12021.21,2025-02-25,01:12:00,20.57,1,1.202121
20.25,85.82,105.92,5358.72,2025-02-25,01:16:00,20.14,1,0.535872
21.91,75.16,105.99,6238.8,2025-02-25,01:20:00,20.11,1,0.62388
19.42,86.21,106.05,7900.05,2025-02-25,01:24:00,20.82,1,0.7900050000000001
15.55,89.7,106.12,6654.29,2025-02-25,01:28:00,20.15,1,0.665429
22.09,88.38,106.19,8285.09,2025-02-25,01:32:00,20.62,1,0.828509
22.85,68.32,106.25,5169.4,2025-02-25,01:36:00,20.0,1,0.51694
16.15,92.08,106.32,19746.67,2025-02-25,01:40:00,19.7,1,1.9746669999999997
18.68,87.72,106.39,14015.15,2025-02-25,01:44:00,20.33,1,1.401515
21.76,72.49,106.45,38896.96,2025-02-25,01:48:00,20.11,1,3.889696
24.46,78.34,106.52,5557.48,2025-02-25,01:52:00,20.45,1,0.5557479999999999
20.22,81.36,106.59,10949.35,2025-02-25,01:56:00,20.5,1,1.094935
18.54,81.05,106.65,6696.68,2025-02-25,02:00:00,19.83,1,0.669668
19.46,76.69,106.72,5786.7,2025-02-25,02:04:00,20.13,1,0.57867
22.4,72.8,106.79,13640.97,2025-02-25,02:08:00,19.72,1,1.364097
18.18,92.97,106.85,9223.07,2025-02-25,02:12:00,20.18,1,0.922307
17.7,83.45,106.92,7717.91,2025-02-25,02:16:00,19.93,1,0.771791
18.16,86.67,106.99,10210.48,2025-02-25,02:20:00,19.45,1,1.021048
17.05,80.47,107.05,6369.5,2025-02-25,02:24:00,19.36,1,0.63695
19.03,77.56,107.12,6300.17,2025-02-25,02:28:00,19.79,1,0.630017
21.86,82.62,107.19,6804.04,2025-02-25,02:32:00,20.19,1,0.680404
19.08,74.63,107.25,37006.1,2025-02-25,02:36:00,20.01,1,3.7006099999999997
17.76,81.29,107.32,14411.32,2025-02-25,02:40:00,19.04,1,1.441132
17.51,83.91,107.39,5517.11,2025-02-25,02:44:00,19.04,1,0.551711
14.79,88.37,107.45,19338.56,2025-02-25,02:48:00,19.06,1,1.9338560000000002
19.52,79.83,107.52,8910.94,2025-02-25,02:52:00,19.06,1,0.891094
17.43,85.84,107.59,10902.9,2025-02-25,02:56:00,18.4,1,1.09029
17.05,87.89,107.65,6741.99,2025-02-25,03:00:00,19.65,1,0.674199
23.63,78.23,107.72,9121.66,2025-02-25,03:04:00,18.98,1,0.912166
17.67,78.56,107.79,5816.19,2025-02-25,03:08:00,19.39,1,0.581619
15.41,85.47,107.85,6585.34,2025-02-25,03:12:00,18.95,1,0.6585340000000001
15.89,92.14,107.92,13132.66,2025-02-25,03:16:00,19.05,1,1.313266
18.88,86.16,107.99,13284.76,2025-02-25,03:20:00,18.67,1,1.328476
16.64,78.17,108.05,11153.95,2025-02-25,03:24:00,18.95,1,1.1153950000000001
13.38,91.69,108.12,7568.32,2025-02-25,03:28:00,18.47,1,0.756832
17.93,73.21,108.19,5521.17,2025-02-25,03:32:00,18.85,1,0.552117
14.6,88.34,108.25,15973.41,2025-02-25,03:36:00,19.54,1,1.597341
19.52,90.21,108.32,13779.68,2025-02-25,03:40:00,19.02,1,1.377968
17.78,78.6,108.39,4789.27,2025-02-25,03:44:00,18.85,1,0.47892700000000005
14.57,83.98,108.45,13414.39,2025-02-25,03:48:00,18.0,1,1.341439
17.87,87.02,108.52,7776.1,2025-02-25,03:52:00,18.89,1,0.77761
15.29,79.35,108.59,12316.33,2025-02-25,03:56:00,18.89,1,1.231633
16.71,81.78,108.65,5276.27,2025-02-25,04:00:00,18.64,1,0.5276270000000001
15.82,89.25,108.72,6909.25,2025-02-25,04:04:00,18.57,1,0.690925
13.01,87.32,108.79,9454.65,2025-02-25,04:08:00,18.34,1,0.945465
13.27,88.92,108.85,19846.0,2025-02-25,04:12:00,18.68,1,1.9846
16.47,89.02,108.92,9470.34,2025-02-25,04:16:00,19.01,1,0.947034
13.59,91.72,108.99,14778.75,2025-02-25,04:20:00,18.42,1,1.477875
13.31,91.36,109.05,10043.39,2025-02-25,04:24:00,17.72,1,1.0043389999999999
12.07,90.2,109.12,9886.27,2025-02-25,04:28:00,17.71,1,0.988627
14.69,89.81,109.19,11478.44,2025-02-25,04:32:00,18.47,1,1.147844
17.83,82.63,109.25,8874.15,2025-02-25,04:36:00,17.58,1,0.887415
11.44,95.13,109.32,13031.71,2025-02-25,04:40:00,18.11,1,1.3031709999999999
